"Cell"	"Drug"	"Cell_BROAD"	"Cell_COSMIC"
"SIDM00252"	46843906	"ACH-001861"	909769
"SIDM00252"	46926350	"ACH-001861"	909769
"SIDM00252"	49836027	"ACH-001861"	909769
"SIDM00252"	51371303	"ACH-001861"	909769
"SIDM00252"	52918385	"ACH-001861"	909769
"SIDM00252"	53469448	"ACH-001861"	909769
"SIDM00252"	59472121	"ACH-001861"	909769
"SIDM00252"	59473233	"ACH-001861"	909769
"SIDM00252"	60167849	"ACH-001861"	909769
"SIDM00252"	71522234	"ACH-001861"	909769
"SIDM00252"	72200024	"ACH-001861"	909769
"SIDM00252"	72201027	"ACH-001861"	909769
"SIDM00252"	72943187	"ACH-001861"	909769
"SIDM00252"	73010930	"ACH-001861"	909769
"SIDM00252"	73555129	"ACH-001861"	909769
"SIDM00252"	118693659	"ACH-001861"	909769
"SIDM00252"	131634760	"ACH-001861"	909769
"SIDM00252"	135398738	"ACH-001861"	909769
"SIDM00252"	135564749	"ACH-001861"	909769
"SIDM00253"	864	"ACH-002284"	949173
"SIDM00253"	2332	"ACH-002284"	949173
"SIDM00253"	2578	"ACH-002284"	949173
"SIDM00253"	4212	"ACH-002284"	949173
"SIDM00253"	5978	"ACH-002284"	949173
"SIDM00253"	8269	"ACH-002284"	949173
"SIDM00253"	9444	"ACH-002284"	949173
"SIDM00253"	12035	"ACH-002284"	949173
"SIDM00253"	60700	"ACH-002284"	949173
"SIDM00253"	68740	"ACH-002284"	949173
"SIDM00253"	87371	"ACH-002284"	949173
"SIDM00253"	124886	"ACH-002284"	949173
"SIDM00253"	234820	"ACH-002284"	949173
"SIDM00253"	243725	"ACH-002284"	949173
"SIDM00253"	353472	"ACH-002284"	949173
"SIDM00253"	397888	"ACH-002284"	949173
"SIDM00253"	442205	"ACH-002284"	949173
"SIDM00253"	446541	"ACH-002284"	949173
"SIDM00253"	452548	"ACH-002284"	949173
"SIDM00253"	643462	"ACH-002284"	949173
"SIDM00253"	644243	"ACH-002284"	949173
"SIDM00253"	657237	"ACH-002284"	949173
"SIDM00253"	992586	"ACH-002284"	949173
"SIDM00253"	3011155	"ACH-002284"	949173
"SIDM00253"	5352062	"ACH-002284"	949173
"SIDM00253"	5477029	"ACH-002284"	949173
"SIDM00253"	6918638	"ACH-002284"	949173
"SIDM00253"	24756910	"ACH-002284"	949173
"SIDM00253"	44442376	"ACH-002284"	949173
"SIDM00253"	45168044	"ACH-002284"	949173
"SIDM00253"	46843056	"ACH-002284"	949173
"SIDM00253"	46843906	"ACH-002284"	949173
"SIDM00253"	53315436	"ACH-002284"	949173
"SIDM00253"	53315878	"ACH-002284"	949173
"SIDM00253"	54670067	"ACH-002284"	949173
"SIDM00253"	57339144	"ACH-002284"	949173
"SIDM00253"	70983932	"ACH-002284"	949173
"SIDM00253"	71522234	"ACH-002284"	949173
"SIDM00253"	71729975	"ACH-002284"	949173
"SIDM00253"	72201027	"ACH-002284"	949173
"SIDM00253"	72943187	"ACH-002284"	949173
"SIDM00253"	73010930	"ACH-002284"	949173
"SIDM00253"	76285486	"ACH-002284"	949173
"SIDM00253"	78357767	"ACH-002284"	949173
"SIDM00253"	85668777	"ACH-002284"	949173
"SIDM00253"	118693659	"ACH-002284"	949173
"SIDM00253"	121271792	"ACH-002284"	949173
"SIDM00253"	122540908	"ACH-002284"	949173
"SIDM00253"	131634760	"ACH-002284"	949173
"SIDM00253"	132275018	"ACH-002284"	949173
"SIDM00253"	135398738	"ACH-002284"	949173
"SIDM00254"	864	"ACH-002283"	949176
"SIDM00254"	2332	"ACH-002283"	949176
"SIDM00254"	2578	"ACH-002283"	949176
"SIDM00254"	4212	"ACH-002283"	949176
"SIDM00254"	5978	"ACH-002283"	949176
"SIDM00254"	8269	"ACH-002283"	949176
"SIDM00254"	9444	"ACH-002283"	949176
"SIDM00254"	12035	"ACH-002283"	949176
"SIDM00254"	60700	"ACH-002283"	949176
"SIDM00254"	68740	"ACH-002283"	949176
"SIDM00254"	87371	"ACH-002283"	949176
"SIDM00254"	124886	"ACH-002283"	949176
"SIDM00254"	234820	"ACH-002283"	949176
"SIDM00254"	243725	"ACH-002283"	949176
"SIDM00254"	353472	"ACH-002283"	949176
"SIDM00254"	397888	"ACH-002283"	949176
"SIDM00254"	442205	"ACH-002283"	949176
"SIDM00254"	446541	"ACH-002283"	949176
"SIDM00254"	452548	"ACH-002283"	949176
"SIDM00254"	643462	"ACH-002283"	949176
"SIDM00254"	657237	"ACH-002283"	949176
"SIDM00254"	992586	"ACH-002283"	949176
"SIDM00254"	3011155	"ACH-002283"	949176
"SIDM00254"	5287969	"ACH-002283"	949176
"SIDM00254"	5351307	"ACH-002283"	949176
"SIDM00254"	5352062	"ACH-002283"	949176
"SIDM00254"	5477029	"ACH-002283"	949176
"SIDM00254"	44442376	"ACH-002283"	949176
"SIDM00254"	45168044	"ACH-002283"	949176
"SIDM00254"	46843056	"ACH-002283"	949176
"SIDM00254"	46843906	"ACH-002283"	949176
"SIDM00254"	53315436	"ACH-002283"	949176
"SIDM00254"	54670067	"ACH-002283"	949176
"SIDM00254"	70983932	"ACH-002283"	949176
"SIDM00254"	71522234	"ACH-002283"	949176
"SIDM00254"	71550931	"ACH-002283"	949176
"SIDM00254"	72201027	"ACH-002283"	949176
"SIDM00254"	72943187	"ACH-002283"	949176
"SIDM00254"	73010930	"ACH-002283"	949176
"SIDM00254"	76285486	"ACH-002283"	949176
"SIDM00254"	78357767	"ACH-002283"	949176
"SIDM00254"	118693659	"ACH-002283"	949176
"SIDM00254"	121271792	"ACH-002283"	949176
"SIDM00254"	122540908	"ACH-002283"	949176
"SIDM00254"	131634760	"ACH-002283"	949176
"SIDM00254"	132275018	"ACH-002283"	949176
"SIDM00254"	135398738	"ACH-002283"	949176
"SIDM00255"	864	"ACH-002282"	949175
"SIDM00255"	2332	"ACH-002282"	949175
"SIDM00255"	2578	"ACH-002282"	949175
"SIDM00255"	3218	"ACH-002282"	949175
"SIDM00255"	4212	"ACH-002282"	949175
"SIDM00255"	5746	"ACH-002282"	949175
"SIDM00255"	5978	"ACH-002282"	949175
"SIDM00255"	8269	"ACH-002282"	949175
"SIDM00255"	9444	"ACH-002282"	949175
"SIDM00255"	12035	"ACH-002282"	949175
"SIDM00255"	60700	"ACH-002282"	949175
"SIDM00255"	68740	"ACH-002282"	949175
"SIDM00255"	82146	"ACH-002282"	949175
"SIDM00255"	87371	"ACH-002282"	949175
"SIDM00255"	124886	"ACH-002282"	949175
"SIDM00255"	159324	"ACH-002282"	949175
"SIDM00255"	234820	"ACH-002282"	949175
"SIDM00255"	243725	"ACH-002282"	949175
"SIDM00255"	353472	"ACH-002282"	949175
"SIDM00255"	397888	"ACH-002282"	949175
"SIDM00255"	442205	"ACH-002282"	949175
"SIDM00255"	446378	"ACH-002282"	949175
"SIDM00255"	446541	"ACH-002282"	949175
"SIDM00255"	447912	"ACH-002282"	949175
"SIDM00255"	448013	"ACH-002282"	949175
"SIDM00255"	452548	"ACH-002282"	949175
"SIDM00255"	521106	"ACH-002282"	949175
"SIDM00255"	643462	"ACH-002282"	949175
"SIDM00255"	644243	"ACH-002282"	949175
"SIDM00255"	657237	"ACH-002282"	949175
"SIDM00255"	992586	"ACH-002282"	949175
"SIDM00255"	3011155	"ACH-002282"	949175
"SIDM00255"	3463933	"ACH-002282"	949175
"SIDM00255"	4263900	"ACH-002282"	949175
"SIDM00255"	5280757	"ACH-002282"	949175
"SIDM00255"	5352062	"ACH-002282"	949175
"SIDM00255"	5477029	"ACH-002282"	949175
"SIDM00255"	6445533	"ACH-002282"	949175
"SIDM00255"	9863776	"ACH-002282"	949175
"SIDM00255"	10027278	"ACH-002282"	949175
"SIDM00255"	10109823	"ACH-002282"	949175
"SIDM00255"	10113978	"ACH-002282"	949175
"SIDM00255"	10200390	"ACH-002282"	949175
"SIDM00255"	11404337	"ACH-002282"	949175
"SIDM00255"	25022668	"ACH-002282"	949175
"SIDM00255"	25226117	"ACH-002282"	949175
"SIDM00255"	25226483	"ACH-002282"	949175
"SIDM00255"	42628535	"ACH-002282"	949175
"SIDM00255"	44442376	"ACH-002282"	949175
"SIDM00255"	45168044	"ACH-002282"	949175
"SIDM00255"	46843056	"ACH-002282"	949175
"SIDM00255"	46843772	"ACH-002282"	949175
"SIDM00255"	46843906	"ACH-002282"	949175
"SIDM00255"	46926350	"ACH-002282"	949175
"SIDM00255"	52912189	"ACH-002282"	949175
"SIDM00255"	53315436	"ACH-002282"	949175
"SIDM00255"	54670067	"ACH-002282"	949175
"SIDM00255"	54676905	"ACH-002282"	949175
"SIDM00255"	57340680	"ACH-002282"	949175
"SIDM00255"	58525121	"ACH-002282"	949175
"SIDM00255"	68234129	"ACH-002282"	949175
"SIDM00255"	70983932	"ACH-002282"	949175
"SIDM00255"	71522234	"ACH-002282"	949175
"SIDM00255"	71550931	"ACH-002282"	949175
"SIDM00255"	71576693	"ACH-002282"	949175
"SIDM00255"	72201027	"ACH-002282"	949175
"SIDM00255"	72943187	"ACH-002282"	949175
"SIDM00255"	73010930	"ACH-002282"	949175
"SIDM00255"	76285486	"ACH-002282"	949175
"SIDM00255"	78357767	"ACH-002282"	949175
"SIDM00255"	85668777	"ACH-002282"	949175
"SIDM00255"	90488984	"ACH-002282"	949175
"SIDM00255"	117918919	"ACH-002282"	949175
"SIDM00255"	118693659	"ACH-002282"	949175
"SIDM00255"	121271792	"ACH-002282"	949175
"SIDM00255"	122540908	"ACH-002282"	949175
"SIDM00255"	131634760	"ACH-002282"	949175
"SIDM00255"	132275018	"ACH-002282"	949175
"SIDM00255"	135398738	"ACH-002282"	949175
"SIDM00255"	135421197	"ACH-002282"	949175
"SIDM00256"	644243	"ACH-002281"	949178
"SIDM00256"	6918638	"ACH-002281"	949178
"SIDM00256"	6918848	"ACH-002281"	949178
"SIDM00256"	24756910	"ACH-002281"	949178
"SIDM00256"	24951314	"ACH-002281"	949178
"SIDM00256"	44442376	"ACH-002281"	949178
"SIDM00256"	85668777	"ACH-002281"	949178
"SIDM00256"	90488984	"ACH-002281"	949178
"SIDM00257"	446541	"ACH-002280"	949177
"SIDM00257"	644243	"ACH-002280"	949177
"SIDM00257"	24905401	"ACH-002280"	949177
"SIDM00257"	44442376	"ACH-002280"	949177
"SIDM00257"	46843906	"ACH-002280"	949177
"SIDM00257"	51000408	"ACH-002280"	949177
"SIDM00257"	71550931	"ACH-002280"	949177
"SIDM00257"	117072552	"ACH-002280"	949177
"SIDM00257"	118704762	"ACH-002280"	949177
"SIDM00257"	135905416	"ACH-002280"	949177
"SIDM00258"	864	"ACH-002279"	949172
"SIDM00258"	1018	"ACH-002279"	949172
"SIDM00258"	2332	"ACH-002279"	949172
"SIDM00258"	2578	"ACH-002279"	949172
"SIDM00258"	3899	"ACH-002279"	949172
"SIDM00258"	4212	"ACH-002279"	949172
"SIDM00258"	5291	"ACH-002279"	949172
"SIDM00258"	5978	"ACH-002279"	949172
"SIDM00258"	8269	"ACH-002279"	949172
"SIDM00258"	12035	"ACH-002279"	949172
"SIDM00258"	60700	"ACH-002279"	949172
"SIDM00258"	68740	"ACH-002279"	949172
"SIDM00258"	76044	"ACH-002279"	949172
"SIDM00258"	87371	"ACH-002279"	949172
"SIDM00258"	124886	"ACH-002279"	949172
"SIDM00258"	234820	"ACH-002279"	949172
"SIDM00258"	243725	"ACH-002279"	949172
"SIDM00258"	353472	"ACH-002279"	949172
"SIDM00258"	397888	"ACH-002279"	949172
"SIDM00258"	442205	"ACH-002279"	949172
"SIDM00258"	452548	"ACH-002279"	949172
"SIDM00258"	643462	"ACH-002279"	949172
"SIDM00258"	644215	"ACH-002279"	949172
"SIDM00258"	644243	"ACH-002279"	949172
"SIDM00258"	657237	"ACH-002279"	949172
"SIDM00258"	2155128	"ACH-002279"	949172
"SIDM00258"	2802462	"ACH-002279"	949172
"SIDM00258"	3011155	"ACH-002279"	949172
"SIDM00258"	5311510	"ACH-002279"	949172
"SIDM00258"	5329102	"ACH-002279"	949172
"SIDM00258"	5352062	"ACH-002279"	949172
"SIDM00258"	5477029	"ACH-002279"	949172
"SIDM00258"	5494449	"ACH-002279"	949172
"SIDM00258"	6918837	"ACH-002279"	949172
"SIDM00258"	9549184	"ACH-002279"	949172
"SIDM00258"	9826308	"ACH-002279"	949172
"SIDM00258"	9908783	"ACH-002279"	949172
"SIDM00258"	9936746	"ACH-002279"	949172
"SIDM00258"	10172943	"ACH-002279"	949172
"SIDM00258"	10302451	"ACH-002279"	949172
"SIDM00258"	10461815	"ACH-002279"	949172
"SIDM00258"	11655119	"ACH-002279"	949172
"SIDM00258"	11844351	"ACH-002279"	949172
"SIDM00258"	16038120	"ACH-002279"	949172
"SIDM00258"	16663089	"ACH-002279"	949172
"SIDM00258"	16760646	"ACH-002279"	949172
"SIDM00258"	20635522	"ACH-002279"	949172
"SIDM00258"	24753719	"ACH-002279"	949172
"SIDM00258"	24821094	"ACH-002279"	949172
"SIDM00258"	24825971	"ACH-002279"	949172
"SIDM00258"	24958200	"ACH-002279"	949172
"SIDM00258"	25099184	"ACH-002279"	949172
"SIDM00258"	25226117	"ACH-002279"	949172
"SIDM00258"	25226483	"ACH-002279"	949172
"SIDM00258"	35397514	"ACH-002279"	949172
"SIDM00258"	42623951	"ACH-002279"	949172
"SIDM00258"	42628535	"ACH-002279"	949172
"SIDM00258"	44442376	"ACH-002279"	949172
"SIDM00258"	44462758	"ACH-002279"	949172
"SIDM00258"	46236925	"ACH-002279"	949172
"SIDM00258"	46843056	"ACH-002279"	949172
"SIDM00258"	46843772	"ACH-002279"	949172
"SIDM00258"	46843906	"ACH-002279"	949172
"SIDM00258"	46926350	"ACH-002279"	949172
"SIDM00258"	49821040	"ACH-002279"	949172
"SIDM00258"	49836027	"ACH-002279"	949172
"SIDM00258"	52918385	"ACH-002279"	949172
"SIDM00258"	53469448	"ACH-002279"	949172
"SIDM00258"	54670067	"ACH-002279"	949172
"SIDM00258"	57340680	"ACH-002279"	949172
"SIDM00258"	58525121	"ACH-002279"	949172
"SIDM00258"	59472121	"ACH-002279"	949172
"SIDM00258"	59473233	"ACH-002279"	949172
"SIDM00258"	60167849	"ACH-002279"	949172
"SIDM00258"	71522234	"ACH-002279"	949172
"SIDM00258"	71550931	"ACH-002279"	949172
"SIDM00258"	71576693	"ACH-002279"	949172
"SIDM00258"	72200024	"ACH-002279"	949172
"SIDM00258"	72201027	"ACH-002279"	949172
"SIDM00258"	72943187	"ACH-002279"	949172
"SIDM00258"	73010930	"ACH-002279"	949172
"SIDM00258"	73555129	"ACH-002279"	949172
"SIDM00258"	118693659	"ACH-002279"	949172
"SIDM00258"	131634760	"ACH-002279"	949172
"SIDM00258"	135398738	"ACH-002279"	949172
"SIDM00258"	135564749	"ACH-002279"	949172
"SIDM00259"	644243	"ACH-002278"	949171
"SIDM00259"	24951314	"ACH-002278"	949171
"SIDM00259"	44442376	"ACH-002278"	949171
"SIDM00259"	46843906	"ACH-002278"	949171
"SIDM00259"	71550931	"ACH-002278"	949171
"SIDM00260"	4993	"ACH-002161"	908139
"SIDM00260"	5291	"ACH-002161"	908139
"SIDM00260"	76044	"ACH-002161"	908139
"SIDM00260"	160355	"ACH-002161"	908139
"SIDM00260"	442972	"ACH-002161"	908139
"SIDM00260"	637858	"ACH-002161"	908139
"SIDM00260"	644215	"ACH-002161"	908139
"SIDM00260"	5311510	"ACH-002161"	908139
"SIDM00260"	5329102	"ACH-002161"	908139
"SIDM00260"	5494449	"ACH-002161"	908139
"SIDM00260"	5717801	"ACH-002161"	908139
"SIDM00260"	7251185	"ACH-002161"	908139
"SIDM00260"	9549184	"ACH-002161"	908139
"SIDM00260"	9826308	"ACH-002161"	908139
"SIDM00260"	9863776	"ACH-002161"	908139
"SIDM00260"	9907093	"ACH-002161"	908139
"SIDM00260"	10172943	"ACH-002161"	908139
"SIDM00260"	10302451	"ACH-002161"	908139
"SIDM00260"	10461815	"ACH-002161"	908139
"SIDM00260"	11626927	"ACH-002161"	908139
"SIDM00260"	11676786	"ACH-002161"	908139
"SIDM00260"	11844351	"ACH-002161"	908139
"SIDM00260"	16038120	"ACH-002161"	908139
"SIDM00260"	16663089	"ACH-002161"	908139
"SIDM00260"	16760646	"ACH-002161"	908139
"SIDM00260"	20635522	"ACH-002161"	908139
"SIDM00260"	24825971	"ACH-002161"	908139
"SIDM00260"	44442376	"ACH-002161"	908139
"SIDM00260"	46844147	"ACH-002161"	908139
"SIDM00260"	49821040	"ACH-002161"	908139
"SIDM00260"	49836027	"ACH-002161"	908139
"SIDM00260"	52912189	"ACH-002161"	908139
"SIDM00260"	53315878	"ACH-002161"	908139
"SIDM00260"	57339144	"ACH-002161"	908139
"SIDM00260"	71550931	"ACH-002161"	908139
"SIDM00260"	71576693	"ACH-002161"	908139
"SIDM00260"	71729975	"ACH-002161"	908139
"SIDM00260"	85668777	"ACH-002161"	908139
"SIDM00260"	90488984	"ACH-002161"	908139
"SIDM00261"	6918878	"ACH-002109"	949155
"SIDM00261"	11754511	"ACH-002109"	949155
"SIDM00261"	44442376	"ACH-002109"	949155
"SIDM00261"	46843906	"ACH-002109"	949155
"SIDM00262"	5311510	"ACH-002107"	949157
"SIDM00262"	44442376	"ACH-002107"	949157
"SIDM00262"	46843906	"ACH-002107"	949157
"SIDM00263"	864	"ACH-002106"	684057
"SIDM00263"	9444	"ACH-002106"	684057
"SIDM00263"	12035	"ACH-002106"	684057
"SIDM00263"	107969	"ACH-002106"	684057
"SIDM00263"	124886	"ACH-002106"	684057
"SIDM00263"	444732	"ACH-002106"	684057
"SIDM00263"	446378	"ACH-002106"	684057
"SIDM00263"	446541	"ACH-002106"	684057
"SIDM00263"	992586	"ACH-002106"	684057
"SIDM00263"	3101542	"ACH-002106"	684057
"SIDM00263"	3827738	"ACH-002106"	684057
"SIDM00263"	4248455	"ACH-002106"	684057
"SIDM00263"	5287969	"ACH-002106"	684057
"SIDM00263"	6445533	"ACH-002106"	684057
"SIDM00263"	6918265	"ACH-002106"	684057
"SIDM00263"	6918837	"ACH-002106"	684057
"SIDM00263"	16732433	"ACH-002106"	684057
"SIDM00263"	24770514	"ACH-002106"	684057
"SIDM00263"	44224257	"ACH-002106"	684057
"SIDM00263"	44442376	"ACH-002106"	684057
"SIDM00263"	45168044	"ACH-002106"	684057
"SIDM00263"	46006640	"ACH-002106"	684057
"SIDM00263"	46843906	"ACH-002106"	684057
"SIDM00263"	53315436	"ACH-002106"	684057
"SIDM00263"	53413272	"ACH-002106"	684057
"SIDM00263"	54670067	"ACH-002106"	684057
"SIDM00263"	70983932	"ACH-002106"	684057
"SIDM00263"	71550931	"ACH-002106"	684057
"SIDM00263"	76285486	"ACH-002106"	684057
"SIDM00263"	78357767	"ACH-002106"	684057
"SIDM00263"	121271792	"ACH-002106"	684057
"SIDM00263"	122540908	"ACH-002106"	684057
"SIDM00263"	132275018	"ACH-002106"	684057
"SIDM00263"	135402034	"ACH-002106"	684057
"SIDM00263"	135410875	"ACH-002106"	684057
"SIDM00264"	6918837	"ACH-002105"	949156
"SIDM00264"	46843906	"ACH-002105"	949156
"SIDM00264"	49836027	"ACH-002105"	949156
"SIDM00264"	71550931	"ACH-002105"	949156
"SIDM00266"	1018	"ACH-002103"	949158
"SIDM00266"	2332	"ACH-002103"	949158
"SIDM00266"	2578	"ACH-002103"	949158
"SIDM00266"	3899	"ACH-002103"	949158
"SIDM00266"	4212	"ACH-002103"	949158
"SIDM00266"	5978	"ACH-002103"	949158
"SIDM00266"	8269	"ACH-002103"	949158
"SIDM00266"	60700	"ACH-002103"	949158
"SIDM00266"	68740	"ACH-002103"	949158
"SIDM00266"	87371	"ACH-002103"	949158
"SIDM00266"	234820	"ACH-002103"	949158
"SIDM00266"	243725	"ACH-002103"	949158
"SIDM00266"	353472	"ACH-002103"	949158
"SIDM00266"	397888	"ACH-002103"	949158
"SIDM00266"	442205	"ACH-002103"	949158
"SIDM00266"	447912	"ACH-002103"	949158
"SIDM00266"	452548	"ACH-002103"	949158
"SIDM00266"	643462	"ACH-002103"	949158
"SIDM00266"	657237	"ACH-002103"	949158
"SIDM00266"	2155128	"ACH-002103"	949158
"SIDM00266"	2802462	"ACH-002103"	949158
"SIDM00266"	3011155	"ACH-002103"	949158
"SIDM00266"	5352062	"ACH-002103"	949158
"SIDM00266"	5477029	"ACH-002103"	949158
"SIDM00266"	9936746	"ACH-002103"	949158
"SIDM00266"	11655119	"ACH-002103"	949158
"SIDM00266"	16747683	"ACH-002103"	949158
"SIDM00266"	24753719	"ACH-002103"	949158
"SIDM00266"	24821094	"ACH-002103"	949158
"SIDM00266"	24958200	"ACH-002103"	949158
"SIDM00266"	25099184	"ACH-002103"	949158
"SIDM00266"	35397514	"ACH-002103"	949158
"SIDM00266"	42623951	"ACH-002103"	949158
"SIDM00266"	44442376	"ACH-002103"	949158
"SIDM00266"	44462758	"ACH-002103"	949158
"SIDM00266"	46236925	"ACH-002103"	949158
"SIDM00266"	46843056	"ACH-002103"	949158
"SIDM00266"	46843906	"ACH-002103"	949158
"SIDM00266"	46885626	"ACH-002103"	949158
"SIDM00266"	46926350	"ACH-002103"	949158
"SIDM00266"	52918385	"ACH-002103"	949158
"SIDM00266"	53469448	"ACH-002103"	949158
"SIDM00266"	59472121	"ACH-002103"	949158
"SIDM00266"	59473233	"ACH-002103"	949158
"SIDM00266"	60167849	"ACH-002103"	949158
"SIDM00266"	71522234	"ACH-002103"	949158
"SIDM00266"	72200024	"ACH-002103"	949158
"SIDM00266"	72201027	"ACH-002103"	949158
"SIDM00266"	72943187	"ACH-002103"	949158
"SIDM00266"	73010930	"ACH-002103"	949158
"SIDM00266"	73555129	"ACH-002103"	949158
"SIDM00266"	118693659	"ACH-002103"	949158
"SIDM00266"	131634760	"ACH-002103"	949158
"SIDM00266"	135398738	"ACH-002103"	949158
"SIDM00266"	135564749	"ACH-002103"	949158
"SIDM00267"	4993	"ACH-002312"	910695
"SIDM00267"	160355	"ACH-002312"	910695
"SIDM00267"	442972	"ACH-002312"	910695
"SIDM00267"	5717801	"ACH-002312"	910695
"SIDM00267"	7251185	"ACH-002312"	910695
"SIDM00267"	9907093	"ACH-002312"	910695
"SIDM00267"	11626927	"ACH-002312"	910695
"SIDM00267"	11676786	"ACH-002312"	910695
"SIDM00267"	25226117	"ACH-002312"	910695
"SIDM00267"	25226483	"ACH-002312"	910695
"SIDM00267"	42628535	"ACH-002312"	910695
"SIDM00267"	46843772	"ACH-002312"	910695
"SIDM00267"	46843906	"ACH-002312"	910695
"SIDM00267"	46844147	"ACH-002312"	910695
"SIDM00267"	49836027	"ACH-002312"	910695
"SIDM00267"	57340680	"ACH-002312"	910695
"SIDM00267"	58525121	"ACH-002312"	910695
"SIDM00267"	71550931	"ACH-002312"	910695
"SIDM00267"	71576693	"ACH-002312"	910695
"SIDM00269"	42628535	"ACH-002108"	684059
"SIDM00269"	44442376	"ACH-002108"	684059
"SIDM00269"	46843906	"ACH-002108"	684059
"SIDM00269"	71550931	"ACH-002108"	684059
"SIDM00270"	864	"ACH-002294"	1240204
"SIDM00270"	2332	"ACH-002294"	1240204
"SIDM00270"	2578	"ACH-002294"	1240204
"SIDM00270"	4212	"ACH-002294"	1240204
"SIDM00270"	4993	"ACH-002294"	1240204
"SIDM00270"	5291	"ACH-002294"	1240204
"SIDM00270"	5978	"ACH-002294"	1240204
"SIDM00270"	8269	"ACH-002294"	1240204
"SIDM00270"	9444	"ACH-002294"	1240204
"SIDM00270"	12035	"ACH-002294"	1240204
"SIDM00270"	60700	"ACH-002294"	1240204
"SIDM00270"	68740	"ACH-002294"	1240204
"SIDM00270"	76044	"ACH-002294"	1240204
"SIDM00270"	87371	"ACH-002294"	1240204
"SIDM00270"	124886	"ACH-002294"	1240204
"SIDM00270"	160355	"ACH-002294"	1240204
"SIDM00270"	234820	"ACH-002294"	1240204
"SIDM00270"	243725	"ACH-002294"	1240204
"SIDM00270"	353472	"ACH-002294"	1240204
"SIDM00270"	397888	"ACH-002294"	1240204
"SIDM00270"	442205	"ACH-002294"	1240204
"SIDM00270"	442972	"ACH-002294"	1240204
"SIDM00270"	446541	"ACH-002294"	1240204
"SIDM00270"	452548	"ACH-002294"	1240204
"SIDM00270"	643462	"ACH-002294"	1240204
"SIDM00270"	644215	"ACH-002294"	1240204
"SIDM00270"	657237	"ACH-002294"	1240204
"SIDM00270"	992586	"ACH-002294"	1240204
"SIDM00270"	3011155	"ACH-002294"	1240204
"SIDM00270"	5311510	"ACH-002294"	1240204
"SIDM00270"	5329102	"ACH-002294"	1240204
"SIDM00270"	5352062	"ACH-002294"	1240204
"SIDM00270"	5477029	"ACH-002294"	1240204
"SIDM00270"	5717801	"ACH-002294"	1240204
"SIDM00270"	7251185	"ACH-002294"	1240204
"SIDM00270"	9549184	"ACH-002294"	1240204
"SIDM00270"	9826308	"ACH-002294"	1240204
"SIDM00270"	9907093	"ACH-002294"	1240204
"SIDM00270"	10172943	"ACH-002294"	1240204
"SIDM00270"	10302451	"ACH-002294"	1240204
"SIDM00270"	10461815	"ACH-002294"	1240204
"SIDM00270"	11626927	"ACH-002294"	1240204
"SIDM00270"	11676786	"ACH-002294"	1240204
"SIDM00270"	11844351	"ACH-002294"	1240204
"SIDM00270"	16038120	"ACH-002294"	1240204
"SIDM00270"	16663089	"ACH-002294"	1240204
"SIDM00270"	16760646	"ACH-002294"	1240204
"SIDM00270"	20635522	"ACH-002294"	1240204
"SIDM00270"	24825971	"ACH-002294"	1240204
"SIDM00270"	25226117	"ACH-002294"	1240204
"SIDM00270"	25226483	"ACH-002294"	1240204
"SIDM00270"	42628535	"ACH-002294"	1240204
"SIDM00270"	44442376	"ACH-002294"	1240204
"SIDM00270"	45168044	"ACH-002294"	1240204
"SIDM00270"	46843056	"ACH-002294"	1240204
"SIDM00270"	46843772	"ACH-002294"	1240204
"SIDM00270"	46843906	"ACH-002294"	1240204
"SIDM00270"	46844147	"ACH-002294"	1240204
"SIDM00270"	49821040	"ACH-002294"	1240204
"SIDM00270"	49836027	"ACH-002294"	1240204
"SIDM00270"	53315436	"ACH-002294"	1240204
"SIDM00270"	54670067	"ACH-002294"	1240204
"SIDM00270"	57340680	"ACH-002294"	1240204
"SIDM00270"	58525121	"ACH-002294"	1240204
"SIDM00270"	70983932	"ACH-002294"	1240204
"SIDM00270"	71522234	"ACH-002294"	1240204
"SIDM00270"	71550931	"ACH-002294"	1240204
"SIDM00270"	71576693	"ACH-002294"	1240204
"SIDM00270"	72201027	"ACH-002294"	1240204
"SIDM00270"	72943187	"ACH-002294"	1240204
"SIDM00270"	73010930	"ACH-002294"	1240204
"SIDM00270"	76285486	"ACH-002294"	1240204
"SIDM00270"	78357767	"ACH-002294"	1240204
"SIDM00270"	118693659	"ACH-002294"	1240204
"SIDM00270"	121271792	"ACH-002294"	1240204
"SIDM00270"	122540908	"ACH-002294"	1240204
"SIDM00270"	131634760	"ACH-002294"	1240204
"SIDM00270"	132275018	"ACH-002294"	1240204
"SIDM00270"	135398738	"ACH-002294"	1240204
"SIDM00271"	864	"ACH-000351"	908138
"SIDM00271"	4993	"ACH-000351"	908138
"SIDM00271"	5291	"ACH-000351"	908138
"SIDM00271"	12035	"ACH-000351"	908138
"SIDM00271"	76044	"ACH-000351"	908138
"SIDM00271"	124886	"ACH-000351"	908138
"SIDM00271"	160355	"ACH-000351"	908138
"SIDM00271"	442972	"ACH-000351"	908138
"SIDM00271"	644215	"ACH-000351"	908138
"SIDM00271"	5311510	"ACH-000351"	908138
"SIDM00271"	5329102	"ACH-000351"	908138
"SIDM00271"	5351307	"ACH-000351"	908138
"SIDM00271"	5494449	"ACH-000351"	908138
"SIDM00271"	5717801	"ACH-000351"	908138
